year,country,in_degree,out_degree,betweenness,pagerank,degree,in_strength,out_strength
2010,United States of America*,0.2575107296137339,0.6909871244635193,0.0,0.12501379775995813,221,43947211.0,2774899.0
2010,Australia*,0.8497854077253219,0.40772532188841204,0.14483826498912702,0.058019374168442175,293,5879802.0,362178.0
2010,United Kingdom*,0.15450643776824036,0.6008583690987125,0.0,0.0467132808198402,176,7713303.0,4535077.0
2010,Canada,0.5579399141630901,0.49356223175965663,0.034482758620689655,0.045111609441269754,245,7035001.0,1255259.0
2010,France*,0.2317596566523605,0.5708154506437768,0.0,0.030827887557920732,187,7322210.0,2042164.0
2010,Mexico,0.33476394849785407,0.23605150214592274,0.008448275862068965,0.030639768152995843,133,957593.0,12108928.0
2010,Italy,0.6137339055793991,0.45493562231759654,0.008212954333643989,0.023937303414721056,249,4719233.0,2666862.0
2010,Germany,0.12017167381974249,0.5236051502145923,0.0,0.02379249077155006,150,11665950.0,4260810.0
2010,Spain*,0.20600858369098712,0.37339055793991416,0.0,0.023612864163676976,135,6281193.0,1138608.0
2010,New Zealand*,0.21030042918454936,0.26609442060085836,0.0,0.01707239884631743,111,956982.0,620805.0
2010,Russian Federation,0.18454935622317598,0.41630901287553645,0.0,0.013886236631221799,140,11199727.0,8545806.0
2010,Switzerland,0.19742489270386265,0.3218884120171674,0.0,0.012114458950094362,121,2053953.0,491884.0
2010,Sweden,0.24034334763948498,0.26180257510729615,0.0,0.010332600157400604,117,1372074.0,177468.0
2010,China,0.4206008583690987,0.6051502145922747,0.01587255358807083,0.009909702665928825,239,1010008.0,8773150.0
2010,Belgium,0.3605150214592275,0.3133047210300429,0.008504193849021435,0.009663872594995692,157,1567639.0,405732.0
2010,South Africa,0.5150214592274678,0.3090128755364807,0.0964176245210728,0.009647238361080288,192,2274466.0,704402.0
2010,Guam*,0.05150214592274678,0.02575107296137339,0.0,0.009343294756036485,18,75416.0,1228.0
2010,Argentina,0.3133047210300429,0.2703862660944206,0.0,0.009321667426988858,136,1799680.0,877341.0
2010,Greece,0.8326180257510729,0.2446351931330472,0.04361214662938801,0.00898730336109367,251,1321149.0,703538.0
2010,India,0.18025751072961374,0.5278969957081545,0.01639678471575023,0.008896515737599848,165,5601237.0,12350515.0
2010,Puerto Rico*,0.19742489270386265,0.12875536480686695,0.003946295433364399,0.008720358499508373,76,304969.0,1554887.0
