year,country,in_degree,out_degree,betweenness,pagerank,degree,in_strength,out_strength
1995,United States of America*,0.2575107296137339,0.6781115879828327,0.0,0.12777523202634844,218,28525723.0,1860615.0
1995,Australia*,0.8326180257510729,0.39914163090128757,0.11935966138552347,0.051449749920443905,287,4215646.0,280785.0
1995,Canada,0.5579399141630901,0.48497854077253216,0.05622605363984674,0.045084494425315674,243,4853738.0,1273577.0
1995,United Kingdom*,0.1459227467811159,0.5879828326180258,0.0,0.03991368347989739,171,4173053.0,3958015.0
1995,France*,0.22746781115879827,0.5665236051502146,0.012701149425287356,0.027447700660070188,185,5936326.0,1629553.0
1995,Italy,0.6137339055793991,0.44206008583690987,0.008795433364398881,0.023888425392128168,246,1810642.0,3154012.0
1995,Germany,0.12017167381974249,0.51931330472103,0.0,0.023788769487511272,149,9637208.0,4825017.0
1995,Mexico,0.33476394849785407,0.22746781115879827,0.025057471264367814,0.01985330016939955,131,458051.0,7165639.0
1995,Russian Federation,0.18454935622317598,0.41630901287553645,0.0,0.019227874957977887,140,11928927.0,10281407.0
1995,Puerto Rico*,0.19742489270386265,0.13733905579399142,0.004022988505747126,0.016280069476173713,78,338067.0,1043769.0
1995,New Zealand*,0.21030042918454936,0.24892703862660945,0.0,0.015875920583113545,107,594911.0,381056.0
1995,State of Palestine,0.06437768240343347,0.16738197424892703,0.0,0.013047879719771116,54,281767.0,2368382.0
1995,Argentina,0.3133047210300429,0.2575107296137339,0.009597701149425287,0.012972145885442817,133,1589660.0,445110.0
1995,India,0.1759656652360515,0.5064377682403434,0.0042520969245107175,0.01147670321435517,159,6836861.0,6900228.0
1995,Spain*,0.20600858369098712,0.3605150214592275,0.0,0.011018101728123939,132,1258176.0,1238438.0
1995,South Africa,0.5150214592274678,0.296137339055794,0.04081896551724138,0.010720796942432834,189,1006597.0,357986.0
1995,Côte d'Ivoire,0.047210300429184546,0.15879828326180256,0.0,0.01070077398122866,48,1992981.0,433736.0
1995,Greece,0.9055793991416309,0.2317596566523605,0.09748850574712642,0.010587689203259067,265,857850.0,854601.0
1995,Saudi Arabia,0.08583690987124463,0.18025751072961374,0.0,0.010333462604931669,62,4853489.0,91112.0
