year,country,in_degree,out_degree,betweenness,pagerank,degree,in_strength,out_strength
2015,United States of America*,0.2575107296137339,0.6866952789699571,0.0,0.12706446978338218,220,47942986.0,2968434.0
2015,Australia*,0.8497854077253219,0.40772532188841204,0.16052636688412553,0.06086814198827573,293,6733056.0,403333.0
2015,Canada,0.5579399141630901,0.4892703862660944,0.04505268199233717,0.04641577085510494,244,8049874.0,1307957.0
2015,United Kingdom*,0.15450643776824036,0.6008583690987125,0.0,0.04622414405398,176,9071431.0,4583485.0
2015,France*,0.2317596566523605,0.5665236051502146,0.0,0.03077893228887059,186,7978076.0,2249670.0
2015,Mexico,0.33476394849785407,0.23605150214592274,0.036350574712643684,0.03076545356140511,133,1088731.0,12184226.0
2015,Germany,0.12017167381974249,0.5236051502145923,0.0,0.02687321136941389,150,12646813.0,4207460.0
2015,Italy,0.6137339055793991,0.45493562231759654,0.0082183908045977,0.024005695872724813,249,5506199.0,2756727.0
2015,Spain*,0.20600858369098712,0.36909871244635195,0.0,0.02130299879296095,134,5892847.0,1307006.0
2015,New Zealand*,0.21030042918454936,0.2703862660944206,0.0,0.017697006184073216,112,1132201.0,675441.0
2015,Japan,0.2575107296137339,0.37768240343347637,0.004310344827586207,0.013315883620807538,148,2577487.0,943736.0
2015,Switzerland,0.19742489270386265,0.3218884120171674,0.0,0.013133038801102007,121,2385713.0,499929.0
2015,Russian Federation,0.18454935622317598,0.41630901287553645,0.0,0.011464341994454716,140,9098229.0,8528582.0
2015,Sweden,0.24034334763948498,0.2575107296137339,0.0,0.01133928420350759,116,1638195.0,190827.0
2015,Belgium,0.3605150214592275,0.3090128755364807,0.0033977943460702076,0.010119968147214034,156,1814949.0,438560.0
2015,South Africa,0.5150214592274678,0.3090128755364807,0.09874521072796937,0.009553403162908142,192,3162564.0,782819.0
2015,China,0.4206008583690987,0.6051502145922747,0.0009028424976700838,0.00947474933521304,239,1196007.0,10357962.0
2015,Guam*,0.05150214592274678,0.02575107296137339,0.0,0.008921409898500416,18,76089.0,1134.0
2015,Israel,0.2832618025751073,0.24892703862660945,0.015260950605778192,0.008496366955781843,124,2019891.0,301155.0
2015,Argentina,0.3133047210300429,0.27467811158798283,0.017021072796934867,0.00832276655059319,137,1856613.0,895980.0
2015,Türkiye,0.19313304721030042,0.33905579399141633,0.0,0.00826459029779108,124,3750982.0,2727575.0
2015,Greece,0.8068669527896996,0.24034334763948498,0.04511785492388941,0.008155037660826014,244,1242924.0,759916.0
2015,Norway*,0.9012875536480687,0.18454935622317598,0.02886015325670498,0.00809547208677382,253,746375.0,101769.0
2015,Netherlands*,0.1759656652360515,0.37768240343347637,0.021264367816091954,0.00797728168277548,129,2024059.0,594329.0
2015,Côte d'Ivoire,0.047210300429184546,0.1759656652360515,0.0,0.007720006650889579,52,2609525.0,1025536.0
2015,Denmark*,0.8197424892703863,0.2317596566523605,0.06590038314176244,0.007696391731759918,245,616741.0,123297.0
2015,State of Palestine,0.06437768240343347,0.21030042918454936,0.0,0.007653553421263005,64,273163.0,3797793.0
2015,Saudi Arabia,0.08583690987124463,0.19313304721030042,0.0,0.007526055247029268,65,13251622.0,159958.0
2015,Puerto Rico*,0.19742489270386265,0.12875536480686695,0.0036542145593869728,0.007403903725140629,76,280494.0,1708615.0
2015,United Arab Emirates,0.1459227467811159,0.14163090128755365,0.0,0.007154187782384297,67,6859000.0,121499.0
2015,India,0.18884120171673818,0.5278969957081545,0.025977011494252873,0.006983537563100227,167,5252296.0,15277263.0
2015,Singapore,0.047210300429184546,0.18884120171673818,0.00425287356321839,0.006965100838505297,55,2535340.0,254347.0
2015,Portugal,0.5536480686695279,0.2918454935622318,0.10662278657968313,0.006800854947103458,197,864814.0,1801647.0
2015,Guadeloupe*,0.1072961373390558,0.03862660944206009,0.0,0.006614550264531425,34,90956.0,11416.0
2015,Martinique*,0.06866952789699571,0.047210300429184546,0.0,0.006412439951869671,27,69174.0,12097.0
2015,Northern Mariana Islands*,0.055793991416309016,0.012875536480686695,0.0035632183908045974,0.006279068694816019,16,21648.0,2532.0
2015,Ireland,0.11587982832618025,0.2532188841201717,0.00425287356321839,0.006094514770917057,86,802470.0,762324.0
2015,Ukraine*,0.13304721030042918,0.31759656652360513,0.0,0.006061088603983123,105,4915142.0,4644011.0
2015,Mali,0.2446351931330472,0.18454935622317598,0.0,0.006038822652837996,100,420504.0,1117148.0
2015,"China, Hong Kong SAR",0.12875536480686695,0.11158798283261803,0.007863466915191053,0.005984704291303631,56,2841113.0,1031087.0
2015,Bangladesh,0.07725321888412018,0.26609442060085836,0.0,0.005839969753008135,80,1422179.0,7883873.0
2015,Thailand,0.060085836909871244,0.27467811158798283,0.0,0.005633485147331474,78,2853248.0,907298.0
2015,Jordan,0.03862660944206009,0.19313304721030042,0.0,0.005602449762343942,54,4386976.0,582220.0
2015,Austria,0.18884120171673818,0.2703862660944206,0.0,0.005331062208822109,107,1540486.0,411144.0
2015,Brazil,0.463519313304721,0.3261802575107296,0.009047840944392668,0.005319464290187789,184,646540.0,1402267.0
2015,Venezuela (Bolivarian Republic of),0.48497854077253216,0.24034334763948498,0.014664750957854406,0.005254189128948837,169,1404448.0,760196.0
2015,Libya,0.36909871244635195,0.18884120171673818,0.03373563218390804,0.0050904485590113225,130,771146.0,119270.0
2015,United States Virgin Islands*,0.09012875536480687,0.060085836909871244,0.0003448275862068965,0.004983647633750215,35,56721.0,3795.0
2015,Malaysia,0.11587982832618025,0.22317596566523606,5.824790307548928e-05,0.004956419839504501,79,3513497.0,1916776.0
2015,Burkina Faso,0.03862660944206009,0.10300429184549356,0.0,0.004492502254376255,33,704676.0,1759971.0
2015,Chile,0.41201716738197425,0.2317596566523605,0.0,0.004446029792866212,150,598039.0,419035.0
2015,Poland,0.2703862660944206,0.3218884120171674,0.0,0.004126323445636202,138,683663.0,4154666.0
2015,Nigeria,0.04291845493562232,0.34763948497854075,0.0,0.003877613000181893,91,1199115.0,1359519.0
2015,Republic of Korea,0.06437768240343347,0.3261802575107296,0.004310344827586207,0.003822789126427555,91,1312172.0,2162256.0
2015,Kuwait,0.1459227467811159,0.13304721030042918,0.0,0.0036448914247026107,65,2610785.0,134398.0
2015,French Guiana*,0.07296137339055794,0.04291845493562232,0.0,0.0036432381001770273,27,106108.0,4106.0
2015,Finland*,0.8111587982832618,0.19742489270386265,0.02732758620689655,0.003565563125701849,235,314856.0,209216.0
2015,Sint Maarten (Dutch part)*,0.1459227467811159,0.034334763948497854,0.00425287356321839,0.00351038787951988,42,27295.0,1793.0
2015,New Caledonia*,0.07296137339055794,0.030042918454935622,5.747126436781609e-05,0.0032886199327697733,24,68881.0,5112.0
2015,Aruba*,0.09871244635193133,0.09442060085836909,0.0,0.0029924637771238122,45,36114.0,9011.0
2015,Kazakhstan,0.12017167381974249,0.18884120171673818,0.008620689655172414,0.002979174101230781,72,1919920.0,3348874.0
2015,Qatar,0.1459227467811159,0.09871244635193133,0.0,0.0028587673674841307,57,2090000.0,16605.0
2015,Curaçao*,0.18884120171673818,0.055793991416309016,0.025570829450139793,0.0027831195669940243,57,37611.0,5861.0
2015,Palau,0.03862660944206009,0.02575107296137339,0.0,0.002773790005335705,15,4937.0,2490.0
2015,Réunion,0.02575107296137339,0.02575107296137339,0.0,0.0027629175453838866,12,127209.0,2364.0
2015,Colombia,0.23605150214592274,0.2446351931330472,0.00040229885057471265,0.002709584286322242,112,145504.0,2720321.0
2015,Luxembourg,0.33476394849785407,0.11587982832618025,0.012979574401988193,0.0026817843838761995,105,248888.0,41099.0
2015,Costa Rica,0.6609442060085837,0.15879828326180256,0.2284568965517241,0.0026691373898959994,191,411697.0,39023.0
